id,oper_uid,user_id,message_type,request_type,request_path,request_headers,request_params,payload,created_at
adeee212-1bd6-4631-b083-a76d14943f51,3f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,SAVE_TRANSACTION,/api/v1/transactions,"{sec-fetch-mode=cors, content-length=623, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, origin=http://localhost:8080, priority=u=3, i, accept=application/json, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=3f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, content-type=application/json, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"{""id"":null,""category"":{""id"":null,""name"":""Зарплата2"",""description"":""Регулярный доход от работодателя2"",""type"":""INCOME""},""date"":""2024.12.01"",""description"":""Оплата услуг связи"",""amount"":1500.75,""status"":{""name"":""NEW"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""Сбербанк"",""senderAccount"":""40817810099910000000"",""receiverUserType"":""LEGAL"",""receiverBank"":""Тинькофф"",""receiverAccount"":""40702810900000000000"",""receiverInn"":""77070838993"",""receiverPhone"":""+79991234567""}",2025-05-12 12:09:11.378582
12a88703-ad6f-4899-b56c-baa5b779b719,3f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,SAVE_TRANSACTION,/api/v1/transactions,{},,"{""id"":""5a8ed3b4-592e-4ff0-92ad-e5dc1e9b68af"",""category"":{""id"":""9bffe93c-1233-4851-854e-ce1579d8da32"",""name"":""Зарплата2"",""description"":""Регулярный доход от работодателя2"",""type"":""INCOME""},""date"":""2024.12.01"",""description"":""Оплата услуг связи"",""amount"":1500.75000,""status"":{""name"":""NEW"",""title"":""Новая"",""weight"":0},""senderBank"":""Сбербанк"",""senderAccount"":""40817810099910000000"",""receiverUserType"":""LEGAL"",""receiverBank"":""Тинькофф"",""receiverAccount"":""40702810900000000000"",""receiverInn"":""77070838993"",""receiverPhone"":""+79991234567""}",2025-05-12 12:09:11.384710
cc50a9a2-60dd-4005-ada6-f2e6b5bc1bc6,4f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,UPDATE_TRANSACTION,/api/v1/transactions,"{sec-fetch-mode=cors, content-length=660, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, origin=http://localhost:8080, priority=u=3, i, accept=application/json, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=4f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, content-type=application/json, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"{""id"":""5a8ed3b4-592e-4ff0-92ad-e5dc1e9b68af"",""category"":{""id"":null,""name"":""Зарплата"",""description"":""Регулярный доход от работодателя"",""type"":""INCOME""},""date"":""2024.12.01"",""description"":""ОБНОВЛЕНО "",""amount"":1500.75,""status"":{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""Сбербанк"",""senderAccount"":""40817810099910000000"",""receiverUserType"":""LEGAL"",""receiverBank"":""Тинькофф"",""receiverAccount"":""40702810900000000000"",""receiverInn"":""77070838993"",""receiverPhone"":""+79991234567""}",2025-05-12 12:09:59.577780
b540e187-9c5a-4fab-a258-f52814d9f8ee,4f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,UPDATE_TRANSACTION,/api/v1/transactions,{},,"{""id"":""5a8ed3b4-592e-4ff0-92ad-e5dc1e9b68af"",""category"":{""id"":""c76d94dd-6971-4ced-aa51-685b103095fc"",""name"":""Зарплата"",""description"":""Регулярный доход от работодателя"",""type"":""INCOME""},""date"":""2024.12.01"",""description"":""ОБНОВЛЕНО "",""amount"":1500.75000,""status"":{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""Сбербанк"",""senderAccount"":""40817810099910000000"",""receiverUserType"":""LEGAL"",""receiverBank"":""Тинькофф"",""receiverAccount"":""40702810900000000000"",""receiverInn"":""77070838993"",""receiverPhone"":""+79991234567""}",2025-05-12 12:09:59.601269
03c926fc-eb56-438d-a36e-58f940ac2a3e,5f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,GET_STATUSES,/api/v1/transactions/statuses,"{sec-fetch-mode=cors, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, priority=u=3, i, accept=application/json, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=5f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"",2025-05-12 12:10:19.813855
d6fdcf30-2d48-4fb8-92ec-3546166868cd,5f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,GET_STATUSES,/api/v1/transactions/statuses,{},,"[{""name"":""NEW"",""title"":""Новая"",""weight"":0},{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},{""name"":""PROCESSING"",""title"":""В обработке"",""weight"":200},{""name"":""COMPLETED"",""title"":""Платеж выполнен"",""weight"":300},{""name"":""RETURNED"",""title"":""Возврат"",""weight"":400},{""name"":""CANCELLED"",""title"":""Отменена"",""weight"":500},{""name"":""DELETED"",""title"":""Платеж удален"",""weight"":600}]",2025-05-12 12:10:19.816522
b4538f29-d8bf-4efc-83b3-6234c30d390d,6f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,GET_DASHBOARD,/api/v1/transactions/dashboard,"{sec-fetch-mode=cors, content-length=57, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, origin=http://localhost:8080, priority=u=3, i, accept=*/*, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=6f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, content-type=application/json, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"{""senderBanks"":null,""receiverBanks"":null,""statuses"":null,""inn"":null,""dateFrom"":""1000-01-01"",""dateTo"":""2030-12-31"",""specificDate"":null,""amountFrom"":null,""amountTo"":null,""categoryType"":null,""categoryNames"":null}",2025-05-12 12:11:05.991579
096b6fab-7232-40aa-8373-073ac5180af0,6f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,GET_DASHBOARD,/api/v1/transactions/dashboard,{},,"{""transactionDynamics"":{""monthly"":[{""period"":""2024-12"",""count"":2},{""period"":""2025-03"",""count"":1},{""period"":""2025-04"",""count"":5},{""period"":""2025-05"",""count"":4}],""quarterly"":[{""period"":""2024-Q4"",""count"":2},{""period"":""2025-Q1"",""count"":1},{""period"":""2025-Q2"",""count"":9}],""yearly"":[{""period"":""2024"",""count"":2},{""period"":""2025"",""count"":10}],""weekly"":[{""period"":""2024-W49"",""count"":2},{""period"":""2025-W11"",""count"":1},{""period"":""2025-W15"",""count"":2},{""period"":""2025-W17"",""count"":1},{""period"":""2025-W18"",""count"":3},{""period"":""2025-W19"",""count"":3}]},""typeDynamics"":{""income"":[{""period"":""2024-12"",""count"":2},{""period"":""2025-03"",""count"":1},{""period"":""2025-04"",""count"":3}],""expense"":[{""period"":""2025-04"",""count"":2},{""period"":""2025-05"",""count"":4}]},""incomeVsExpense"":{""totalIncome"":10251.50000,""totalExpense"":526.65000},""statusCount"":{""completed"":4,""cancelled"":1},""bankStat"":{""senderBanks"":{""Сбербанк"":2,""Client Bank"":2,""User Bank"":3,""Bank A"":3,""Employer Bank"":2},""receiverBanks"":{""Water Company Bank"":1,""Тинькофф"":2,""User Bank"":4,""Utility Bank"":1,""ISP Bank"":1,""Supermarket Bank"":1,""Store Bank"":1,""Market Bank"":1}},""categoryStat"":{""incomeStats"":[{""category"":""Salary"",""count"":2,""totalAmount"":6000.00000},{""category"":""Зарплата2"",""count"":1,""totalAmount"":1500.75000},{""category"":""Зарплата"",""count"":1,""totalAmount"":1500.75000},{""category"":""Freelance"",""count"":2,""totalAmount"":1250.00000}],""expenseStats"":[{""category"":""Groceries"",""count"":3,""totalAmount"":326.25000},{""category"":""Utilities"",""count"":3,""totalAmount"":200.40000}]}}",2025-05-12 12:11:06.055995
a71c23fa-cb1b-4b0d-9699-22cc137f3bc6,7f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,DOWNLOAD_TRANSACTIONS,/api/v1/transactions/download,"{sec-fetch-mode=cors, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, priority=u=3, i, accept=text/csv, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=7f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"",2025-05-12 12:11:22.847520
2e1d7a41-7683-4010-abc8-489a4b5287c2,7f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,DOWNLOAD_TRANSACTIONS,/api/v1/transactions/download,"[Content-Disposition:""attachment; filename=transactions.csv""]",,,2025-05-12 12:11:22.858986
